company,sector,status,tahun_lk,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
FASW,basic materials,alive,2018,1.17,0.8,0.98,0.61,2.56,12.82,32.77,0.3,0.26,0.14,1.36,0.35,1.36,0.98,6.25,19.12,567.16,4010.8,1730.64,13.71,1.94,4.49
FASW,basic materials,alive,2019,0.7,0.41,0.91,0.56,2.29,9.01,20.65,0.22,0.17,0.12,-0.31,-0.17,-0.31,0.76,5.83,-7.45,390.99,3336.91,1893.79,19.69,2.31,4.07
FASW,basic materials,alive,2020,0.81,0.49,1.17,0.6,2.51,3.07,7.71,0.16,0.1,0.04,-0.64,-0.04,-0.64,0.71,6.11,-12.15,142.58,3192.16,1849.56,52.43,2.34,4.04
FASW,basic materials,alive,2021,0.83,0.49,1.24,0.61,2.6,4.64,12.05,0.14,0.09,0.05,0.75,0.51,0.75,0.96,7.34,-13.52,249.17,4815.7,2068.42,30.5,1.58,3.67
FASW,basic materials,alive,2022,0.66,0.32,1.21,0.61,2.57,0.93,2.39,0.09,0.05,0.01,-0.81,-0.09,-0.81,0.83,5.67,-6.04,48.4,4394.98,2022.47,120.87,1.33,2.89
FASW,basic materials,alive,2023,0.47,0.25,1.46,0.65,2.88,-4.99,-14.34,0.0,-0.05,-0.08,-6.22,-0.29,-6.22,0.61,4.86,-2.33,-252.58,3116.84,1760.89,-22.96,1.86,3.29
FISH,consumer non-cyclicals,alive,2015,1.15,0.43,0.94,0.8,4.88,3.15,16.03,0.03,0.02,0.01,0.51,-0.19,0.41,3.99,7.37,30.35,278.65,2.1,1738.4,5.74,0.06,0.92
FISH,consumer non-cyclicals,alive,2016,1.4,0.71,0.91,0.68,3.13,7.71,25.23,0.06,0.03,0.02,1.0,-0.1,1.06,3.12,6.58,16.35,558.63,1.89,2213.93,7.16,0.16,1.81
FISH,consumer non-cyclicals,alive,2017,1.26,0.58,0.64,0.7,3.35,4.67,17.15,0.04,0.02,0.02,-0.2,0.03,-0.23,3.09,7.49,17.0,445.83,1.94,2600.19,5.38,0.09,0.92
FISH,consumer non-cyclicals,alive,2018,1.29,0.71,1.39,0.75,3.97,2.82,11.97,0.04,0.02,0.01,-0.18,0.1,-0.25,2.69,6.74,12.93,366.8,2.13,3065.44,11.07,0.13,1.32
FISH,consumer non-cyclicals,alive,2019,1.18,0.62,0.87,0.73,3.64,2.67,10.43,0.05,0.02,0.01,-0.1,0.0,-0.05,2.38,6.45,22.29,330.19,2.13,3166.17,11.51,0.13,1.2
FISH,consumer non-cyclicals,alive,2020,1.21,0.64,0.64,0.7,3.32,4.59,16.11,0.06,0.03,0.02,0.8,-0.03,0.72,2.38,6.56,18.52,594.34,2.06,3689.05,4.41,0.09,0.71
FISH,consumer non-cyclicals,alive,2021,1.33,0.69,1.06,0.7,3.33,5.67,19.89,0.06,0.03,0.02,0.45,0.25,0.5,2.62,7.04,13.04,861.5,2.57,4331.89,8.88,0.21,1.77
FISH,consumer non-cyclicals,alive,2022,1.45,0.64,0.84,0.64,2.76,6.67,19.23,0.05,0.03,0.02,0.16,0.27,0.12,3.21,7.86,14.2,999.27,3.26,5196.67,6.75,0.14,1.3
FISH,consumer non-cyclicals,alive,2023,1.35,0.76,0.84,0.64,2.75,4.87,14.02,0.05,0.03,0.02,-0.23,-0.1,-0.24,2.89,7.53,14.89,768.54,2.92,5483.5,7.19,0.12,1.01
FMII,properties & real estates,alive,2015,3.07,2.14,0.27,0.24,1.31,14.08,23.26,0.83,0.78,0.67,31.49,4.37,64.81,0.46,0.47,1.09,30.22,87.78,129.92,26.47,9.11,6.16
FMII,properties & real estates,alive,2016,3.94,2.54,0.08,0.13,1.15,32.5,41.46,0.79,0.76,0.69,2.05,0.68,0.74,0.59,0.71,1.43,92.16,147.77,222.28,5.43,3.38,2.25
FMII,properties & real estates,alive,2017,3.55,1.29,0.1,0.15,1.18,1.1,1.44,0.69,0.33,0.25,-0.96,-0.91,-0.97,0.04,0.07,0.17,3.25,12.96,225.7,158.46,39.74,2.28
FMII,properties & real estates,alive,2018,3.24,1.47,0.32,0.28,1.39,0.63,0.95,0.69,0.42,0.14,-0.33,0.23,-0.32,0.05,0.07,0.16,2.17,15.89,228.95,322.58,44.06,3.06
FMII,properties & real estates,alive,2019,2.9,0.97,0.26,0.3,1.42,0.3,0.43,0.43,0.27,0.03,-0.54,0.95,-0.54,0.09,0.24,0.47,1.0,30.96,230.5,470.0,15.18,2.04
FMII,properties & real estates,alive,2020,3.27,0.72,0.26,0.28,1.39,-0.17,-0.24,0.61,0.26,-0.03,-1.54,-0.39,-1.55,0.06,0.1,0.28,-0.54,18.86,229.66,-1240.74,35.52,2.92
FMII,properties & real estates,alive,2021,1.28,0.27,0.07,0.27,1.37,0.98,1.35,0.63,0.41,0.16,-6.83,0.03,-6.78,0.06,0.1,0.97,3.15,19.38,233.52,120.63,19.61,1.63
FMII,properties & real estates,alive,2022,2.85,0.67,0.07,0.13,1.15,2.3,2.65,0.59,0.4,0.33,1.02,-0.01,1.02,0.06,0.12,0.42,6.36,19.25,239.51,40.25,13.3,1.07
FMII,properties & real estates,alive,2023,2.06,0.49,0.1,0.14,1.17,2.22,2.59,0.7,0.42,0.41,-0.57,-0.19,0.0,0.06,0.09,0.45,2.71,6.65,104.54,118.08,48.1,3.06
FORU,consumer cyclicals,alive,2015,1.83,1.83,0.23,0.53,2.12,0.72,1.53,0.18,0.01,0.0,-0.47,0.07,-0.47,1.59,0.0,3.81,4.39,928.41,287.35,159.45,0.75,2.44
FORU,consumer cyclicals,alive,2016,1.84,1.84,0.2,0.51,2.03,-2.39,-4.87,0.18,0.0,-0.02,-4.02,-0.18,-3.96,1.31,0.0,3.43,-13.25,761.36,272.3,-24.0,0.42,1.17
FORU,consumer cyclicals,alive,2017,1.5,1.5,0.11,0.61,2.55,-31.93,-81.35,0.2,0.02,-0.19,8.3,-0.15,8.36,1.37,0.0,5.75,-123.21,644.89,151.45,-1.01,0.19,0.83
FORU,consumer cyclicals,alive,2018,1.91,1.91,0.0,0.49,1.96,-6.24,-12.23,0.2,-0.06,-0.05,-0.87,-0.48,-0.87,1.03,0.0,3.01,-16.49,335.31,134.8,-6.67,0.33,0.82
FORU,consumer cyclicals,alive,2019,3.18,3.18,0.0,0.29,1.42,0.74,1.05,0.31,-0.11,0.01,-1.09,-0.44,-1.09,0.82,0.0,1.6,1.44,188.29,136.62,68.75,0.53,0.72
FORU,consumer cyclicals,alive,2020,5.73,5.73,0.0,0.2,1.25,-50.32,-62.71,0.43,-0.48,-0.58,-37.5,-0.52,-37.59,0.61,0.0,1.14,-52.56,91.07,83.81,-2.61,1.5,1.63
FORU,consumer cyclicals,alive,2021,9.45,9.45,0.0,0.13,1.15,3.24,3.73,0.55,-0.01,0.03,-1.06,0.11,-1.06,0.99,0.0,1.24,3.24,101.17,87.05,68.52,2.19,2.55
FORU,consumer cyclicals,alive,2022,4.52,4.52,0.0,0.28,1.4,-7.54,-10.53,0.43,-0.13,-0.08,-3.56,0.0,-3.56,0.96,0.0,1.38,-8.3,100.73,78.76,-26.27,2.16,2.77
FORU,consumer cyclicals,alive,2023,6.84,6.84,0.0,0.17,1.21,-6.65,-8.02,0.49,-0.06,-0.06,-0.3,-0.09,-0.3,0.93,0.0,1.36,-5.85,91.54,72.89,-23.08,1.47,1.85
FPNI,basic materials,alive,2015,0.88,0.39,0.12,0.59,2.43,1.24,3.01,0.04,0.02,0.01,-1.5,-0.26,-1.46,1.91,7.52,-31.8,7.17,0.08,238.13,12.83,0.08,0.39
FPNI,basic materials,alive,2016,1.0,0.41,0.12,0.52,2.09,1.05,2.19,0.03,0.01,0.0,-0.28,-0.03,-0.27,1.97,7.61,1508.95,5.19,0.08,236.41,24.86,0.12,0.55
FPNI,basic materials,alive,2017,1.12,0.48,0.12,0.5,2.0,-0.9,-1.8,0.02,-0.01,0.0,-1.81,-0.02,-1.8,2.17,8.28,45.95,-4.2,0.08,233.41,-44.76,0.18,0.81
FPNI,basic materials,alive,2018,1.17,0.42,0.11,0.48,1.91,3.08,5.88,0.04,0.02,0.01,-4.73,0.0,-4.51,2.28,7.73,32.64,15.68,0.08,266.74,10.2,0.14,0.6
FPNI,basic materials,alive,2019,1.32,0.48,0.11,0.4,1.67,-2.02,-3.37,0.01,-0.02,-0.01,-1.53,-0.23,-1.54,1.83,6.24,19.58,-8.35,0.06,247.72,-14.25,0.14,0.48
FPNI,basic materials,alive,2020,1.58,0.59,0.0,0.36,1.57,-3.42,-5.37,0.01,-0.03,-0.02,0.55,-0.07,0.5,2.04,7.1,12.11,-12.94,0.06,240.8,-27.98,0.45,1.5
FPNI,basic materials,alive,2021,1.65,0.88,0.0,0.43,1.75,5.23,9.16,0.06,0.02,0.02,-2.9,0.33,-2.93,2.5,7.89,8.92,24.55,0.07,268.01,18.9,0.44,1.73
FPNI,basic materials,alive,2022,1.51,0.75,0.0,0.44,1.79,1.44,2.57,0.03,0.0,0.01,-0.69,0.15,-0.7,2.51,7.95,11.17,7.73,0.09,300.66,28.2,0.17,0.73
FPNI,basic materials,alive,2023,1.36,0.64,0.0,0.41,1.71,-0.22,-0.37,0.02,-0.01,0.0,-1.14,-0.21,-1.14,1.97,6.6,14.83,-1.09,0.07,296.33,-180.73,0.19,0.66
GAMA,properties & real estates,suspended,2018,3.68,3.68,0.2,0.2,1.25,0.09,0.11,0.42,0.12,0.02,5.0,0.16,2.63,0.06,0.0,0.21,0.12,7.75,109.78,483.33,7.49,0.53
GAMA,properties & real estates,suspended,2019,3.49,3.49,0.2,0.21,1.26,0.12,0.15,0.49,0.15,0.03,0.42,-0.04,0.27,0.05,0.0,0.19,0.17,7.41,109.96,294.12,6.75,0.45
GAMA,properties & real estates,suspended,2020,2.44,2.44,0.12,0.23,1.29,-0.94,-1.21,0.37,-0.21,-0.33,-8.76,-0.46,-7.67,0.03,0.0,0.12,-1.32,4.02,108.63,-37.88,12.43,0.46
GAMA,properties & real estates,suspended,2021,2.5,2.5,0.12,0.23,1.29,-1.27,-1.64,0.48,-0.3,-0.72,0.33,-0.38,0.35,0.02,0.0,0.08,-1.75,2.49,106.89,-28.57,20.09,0.47
GDST,basic materials,alive,2015,1.22,0.9,0.0,0.32,1.47,-4.66,-6.86,0.01,-0.07,-0.06,2.96,-0.25,2.96,0.72,5.71,12.4,-6.73,111.44,98.1,-8.77,0.53,0.6
GDST,basic materials,alive,2016,1.24,0.82,0.0,0.34,1.51,2.52,3.81,0.14,0.06,0.04,-1.58,-0.17,-1.57,0.62,4.88,8.36,3.87,92.35,101.48,29.2,1.22,1.11
GDST,basic materials,alive,2017,1.15,0.75,0.0,0.34,1.52,0.8,1.22,0.1,0.04,0.01,-0.68,0.62,-0.68,0.97,6.96,20.69,1.25,149.82,103.08,65.6,0.55,0.8
GDST,basic materials,alive,2018,0.78,0.44,0.0,0.34,1.51,-6.49,-9.8,0.0,-0.07,-0.06,-8.6,0.27,-9.54,1.18,10.8,-18.3,-9.5,168.38,96.94,-9.89,0.56,0.97
GDST,basic materials,alive,2019,0.79,0.3,0.14,0.48,1.92,1.52,2.92,0.08,0.01,0.01,-1.31,0.19,-1.31,1.19,6.83,-11.48,2.9,200.46,99.26,21.38,0.31,0.62
GDST,basic materials,alive,2020,0.61,0.2,0.19,0.47,1.88,-4.9,-9.19,0.06,-0.01,-0.06,-3.9,-0.28,-3.9,0.8,3.88,-5.04,-8.42,144.09,91.63,-13.06,0.76,1.2
GDST,basic materials,alive,2021,0.49,0.26,0.24,0.5,2.01,-4.02,-8.08,0.05,-0.02,-0.04,-0.18,0.26,-0.18,1.05,7.24,-4.47,-6.89,180.93,85.27,-14.51,0.55,1.17
GDST,basic materials,alive,2022,0.87,0.6,0.37,0.5,1.99,12.99,25.82,0.19,0.14,0.11,-5.3,0.55,-5.3,1.41,9.95,-21.09,29.61,280.71,114.67,5.1,0.54,1.32
GDST,basic materials,alive,2023,1.03,0.78,0.44,0.43,1.75,9.56,16.72,0.18,0.13,0.08,-0.22,-0.03,-0.22,1.17,9.16,121.47,23.04,273.19,137.83,5.73,0.48,0.96
GDYR,consumer cyclicals,alive,2015,0.94,0.51,0.0,0.53,2.15,-0.09,-0.19,0.1,0.02,0.0,-1.0,-0.04,-1.04,1.29,4.98,-38.06,-3.62,0.38,1866.77,-752.76,0.54,1.46
GDYR,consumer cyclicals,alive,2016,0.86,0.55,0.09,0.5,2.01,1.45,2.91,0.11,0.02,0.01,-15.85,0.0,-15.92,1.3,6.17,-20.06,53.75,0.38,1844.25,35.72,0.38,1.04
GDYR,consumer cyclicals,alive,2017,0.86,0.58,0.1,0.57,2.31,-0.71,-1.65,0.09,0.0,-0.01,-1.54,0.04,-1.54,1.35,8.05,-16.97,-29.19,0.39,1770.41,-58.24,0.32,0.96
GDYR,consumer cyclicals,alive,2018,0.69,0.37,0.22,0.57,2.32,0.39,0.91,0.09,0.01,0.0,-1.6,-0.01,-1.57,1.3,7.16,-7.25,17.56,0.39,1921.16,110.48,0.35,1.01
GDYR,consumer cyclicals,alive,2019,0.63,0.3,0.39,0.56,2.28,-0.22,-0.51,0.12,0.01,0.0,-1.52,-0.13,-1.52,1.12,5.56,-5.76,-9.13,0.34,1806.78,-219.06,0.42,1.11
GDYR,consumer cyclicals,alive,2020,0.66,0.42,0.56,0.61,2.58,-6.31,-16.3,0.09,-0.01,-0.07,26.69,-0.22,25.88,0.95,5.38,-4.69,-252.83,0.26,1550.8,-5.62,0.37,0.92
GDYR,consumer cyclicals,alive,2021,0.71,0.38,0.21,0.6,2.48,2.03,5.05,0.09,0.02,0.02,-1.34,0.39,-1.34,1.28,6.81,-7.35,84.96,0.37,1683.98,15.77,0.26,0.8
GDYR,consumer cyclicals,alive,2022,0.71,0.38,0.28,0.64,2.74,-2.39,-6.55,0.06,0.0,-0.02,-2.33,0.15,-2.28,1.41,6.51,-7.12,-113.02,0.42,1725.01,-12.34,0.22,0.81
GDYR,consumer cyclicals,alive,2023,0.72,0.33,0.17,0.55,2.22,5.01,11.1,0.12,0.05,0.03,-2.89,-0.01,-2.84,1.42,6.0,-10.1,213.08,0.42,1920.39,6.85,0.23,0.76
GEMA,consumer cyclicals,alive,2015,1.52,1.24,0.51,0.58,2.38,5.55,13.24,0.22,0.07,0.03,0.38,0.33,0.38,1.93,10.56,7.01,77.67,2616.98,586.89,4.25,0.13,0.56
GEMA,consumer cyclicals,alive,2016,1.46,1.23,0.33,0.42,1.72,4.51,7.78,0.22,0.07,0.03,0.24,0.13,0.23,1.67,11.99,8.03,95.99,2946.18,1233.37,4.38,0.14,0.34
GEMA,consumer cyclicals,alive,2017,1.31,1.09,0.51,0.5,2.0,2.95,5.89,0.23,0.06,0.03,-0.22,-0.06,-0.22,1.19,9.98,7.93,74.66,2764.34,1266.93,12.99,0.35,0.77
GEMA,consumer cyclicals,alive,2018,1.29,1.0,0.69,0.57,2.32,2.19,5.08,0.2,0.05,0.02,-0.82,0.33,-0.1,1.31,9.03,8.84,13.51,735.42,266.09,23.39,0.43,1.19
GEMA,consumer cyclicals,alive,2019,1.24,0.97,0.61,0.58,2.36,2.69,6.69,0.25,0.06,0.03,0.2,0.01,0.49,1.22,7.13,11.18,16.15,742.04,241.29,20.93,0.46,1.4
GEMA,consumer cyclicals,alive,2020,1.13,0.88,0.74,0.62,2.62,0.13,0.33,0.24,0.04,0.0,-0.95,-0.17,-0.95,1.02,6.48,17.41,0.79,615.22,237.22,437.97,0.56,1.46
GEMA,consumer cyclicals,alive,2021,1.04,0.83,0.94,0.63,2.73,1.2,3.22,0.25,0.04,0.01,9.16,0.13,7.21,1.09,7.28,47.28,8.03,694.02,249.36,44.08,0.51,1.42
GEMA,consumer cyclicals,alive,2022,1.0,0.71,0.96,0.64,2.8,0.02,0.05,0.26,0.05,0.0,-0.98,0.0,-0.95,1.03,5.62,414.31,0.13,693.3,249.79,2307.69,0.43,1.2
GEMA,consumer cyclicals,alive,2023,1.03,0.75,1.0,0.64,2.74,1.24,3.33,0.25,0.04,0.01,64.54,0.14,19.68,1.16,5.61,76.59,8.52,792.49,255.81,32.86,0.35,1.09
GEMS,energy,alive,2014,2.21,2.05,0.02,0.21,1.27,3.4,4.34,0.34,0.03,0.03,-0.21,0.17,-0.21,1.31,25.38,5.4,22.68,881.55,522.26,88.18,2.27,3.83
GEMS,energy,alive,2015,2.79,2.56,0.21,0.33,1.49,0.53,0.79,0.31,0.03,0.01,-0.8,-1.0,-1.0,1.05,18.83,2.73,4.59,0.06,579.03,305.01,1.74,2.42
GEMS,energy,alive,2016,3.77,3.62,0.19,0.3,1.43,9.03,12.92,0.36,0.13,0.09,15.98,0.09,15.75,1.01,19.38,2.55,77.93,0.07,603.2,34.65,3.11,4.48
GEMS,energy,alive,2017,1.68,1.62,0.22,0.51,2.02,19.7,39.98,0.41,0.22,0.16,2.44,0.98,2.43,1.55,35.98,4.46,267.85,0.13,669.95,10.27,1.59,4.1
GEMS,energy,alive,2018,1.32,1.24,0.38,0.55,2.22,13.86,30.89,0.34,0.14,0.1,-0.11,0.38,-0.16,1.64,39.23,12.96,239.27,0.18,774.48,10.66,1.01,3.29
GEMS,energy,alive,2019,1.32,1.24,0.38,0.54,2.18,8.53,18.7,0.33,0.1,0.06,-0.34,0.06,-0.34,1.49,35.47,12.55,157.3,0.19,841.11,16.21,0.96,3.03
GEMS,energy,alive,2020,1.23,1.18,0.43,0.57,2.33,11.93,28.01,0.36,0.12,0.09,0.48,-0.04,0.44,1.39,33.93,14.2,232.77,0.18,830.93,10.96,0.97,3.07
GEMS,energy,alive,2021,1.02,0.95,0.36,0.62,2.62,42.08,110.73,0.48,0.3,0.22,2.64,0.49,2.69,1.95,33.8,177.84,846.69,0.27,764.66,9.39,2.06,10.4
GEMS,energy,alive,2022,1.53,1.44,0.24,0.51,2.02,57.49,117.68,0.45,0.31,0.24,1.03,0.84,0.97,2.95,43.62,11.1,1720.6,0.5,1462.11,4.1,0.95,4.82
GEMS,energy,alive,2023,1.37,1.3,0.39,0.49,1.98,39.04,78.35,0.39,0.24,0.18,-0.22,-0.01,-0.24,2.34,41.56,12.65,1344.29,0.49,1715.85,4.31,0.77,3.38
GGRM,consumer non-cyclicals,alive,2015,1.77,0.22,0.54,0.4,1.67,10.13,16.98,0.22,0.14,0.09,0.2,0.08,0.2,1.16,1.52,3.8,3344.78,36570.87,19697.69,16.44,1.5,2.79
GGRM,consumer non-cyclicals,alive,2016,1.94,0.2,0.5,0.37,1.59,10.61,16.91,0.22,0.13,0.09,0.04,0.08,0.03,1.21,1.6,3.76,3470.26,39641.71,20522.46,18.41,1.61,3.11
GGRM,consumer non-cyclicals,alive,2017,1.94,0.26,0.49,0.37,1.58,11.61,18.39,0.22,0.13,0.09,0.16,0.09,0.16,1.28,1.72,3.94,4029.78,43296.32,21917.44,20.8,1.94,3.82
GGRM,consumer non-cyclicals,alive,2018,2.06,0.31,0.38,0.35,1.53,11.28,17.26,0.19,0.12,0.08,0.0,0.15,0.0,1.41,2.02,4.11,4049.62,49741.83,23456.95,20.65,1.68,3.57
GGRM,consumer non-cyclicals,alive,2019,2.06,0.37,0.34,0.35,1.54,13.83,21.36,0.21,0.14,0.1,0.4,0.15,0.4,1.5,2.16,4.12,5654.99,57442.19,26470.05,9.37,0.92,2.0
GGRM,consumer non-cyclicals,alive,2020,2.91,0.57,0.11,0.25,1.34,9.78,13.07,0.15,0.09,0.07,-0.3,0.04,-0.3,1.46,2.35,3.52,3974.73,59496.92,30415.66,10.32,0.69,1.35
GGRM,consumer non-cyclicals,alive,2021,2.09,0.42,0.17,0.34,1.52,6.23,9.45,0.11,0.06,0.04,-0.27,0.09,-0.27,1.49,2.53,4.04,2913.23,64904.13,30813.67,10.5,0.47,0.99
GGRM,consumer non-cyclicals,alive,2022,1.9,0.27,0.18,0.35,1.53,3.14,4.8,0.09,0.03,0.02,-0.5,0.0,-0.5,1.4,2.39,4.74,1444.7,64800.93,30069.26,12.46,0.28,0.6
GGRM,consumer non-cyclicals,alive,2023,1.83,0.26,0.22,0.34,1.52,5.76,8.75,0.12,0.06,0.04,0.92,-0.05,0.92,1.31,2.22,4.84,2767.29,61823.05,31632.01,7.34,0.33,0.64
GIAA,transportation & logistics,alive,2019,0.35,0.3,2.42,0.84,6.18,0.16,1.02,0.0,0.04,0.0,7.49,0.05,0.29,1.03,0.0,-2.19,3.82,0.18,373.21,130.37,0.2,1.33
GIAA,transportation & logistics,alive,2020,0.12,0.1,-3.96,1.18,-5.55,-23.4,131.52,0.0,-1.21,-1.66,-361.13,-0.67,-384.51,0.2,0.0,-0.41,-1375.69,0.06,-1045.99,-0.29,0.48,-0.38
GIAA,transportation & logistics,alive,2021,0.05,0.04,-1.26,1.85,-1.18,-57.96,68.66,0.0,-0.95,-3.12,0.67,-0.1,0.69,0.15,0.0,-0.25,-2299.53,0.05,-3349.26,-0.1,0.3,-0.07
GIAA,transportation & logistics,alive,2022,0.48,0.44,-2.65,1.25,-4.06,57.2,-238.06,0.0,-0.2,1.78,-1.26,0.57,-1.9,0.31,0.0,-2.28,607.83,0.02,-255.32,0.34,0.6,-0.8
GJTL,consumer cyclicals,alive,2015,1.78,1.21,1.43,0.69,3.25,-1.79,-5.81,0.2,0.09,-0.02,-2.16,-0.01,-2.16,0.77,4.75,4.49,-89.91,3721.95,1547.91,-5.89,0.14,0.34
GJTL,consumer cyclicals,alive,2016,1.73,1.21,1.27,0.69,3.2,3.35,10.71,0.23,0.12,0.05,-3.0,0.05,-3.0,0.75,4.75,4.3,179.8,3912.29,1678.2,5.95,0.27,0.64
GJTL,consumer cyclicals,alive,2017,1.63,1.06,1.24,0.69,3.2,0.25,0.79,0.17,0.07,0.0,-0.93,0.04,-0.93,0.77,4.86,5.11,12.92,4059.61,1632.65,52.63,0.17,0.42
GJTL,consumer cyclicals,alive,2018,1.5,0.93,1.3,0.7,3.35,-0.38,-1.27,0.16,0.06,0.0,-2.66,0.09,-2.66,0.81,4.45,5.34,-21.39,4404.83,1686.13,-30.39,0.15,0.39
GJTL,consumer cyclicals,alive,2019,1.49,1.03,1.09,0.67,3.02,1.43,4.32,0.18,0.07,0.02,-4.61,0.04,-4.61,0.83,4.54,5.95,77.22,4573.98,1789.38,7.58,0.13,0.33
GJTL,consumer cyclicals,alive,2020,1.61,1.21,0.77,0.61,2.59,1.8,4.68,0.2,0.1,0.02,0.19,-0.16,0.19,0.73,4.9,4.67,91.94,3855.2,1966.24,7.12,0.17,0.33
GJTL,consumer cyclicals,alive,2021,1.76,1.15,0.78,0.62,2.65,0.47,1.24,0.14,0.05,0.01,-0.73,0.14,-0.75,0.85,5.52,4.26,24.78,4403.16,2000.45,26.84,0.15,0.33
GJTL,consumer cyclicals,alive,2022,1.67,1.07,0.82,0.62,2.63,-0.95,-2.51,0.14,0.04,-0.01,-3.1,0.12,-3.39,0.92,4.87,4.83,-52.05,4927.25,2077.01,-10.76,0.11,0.27
GJTL,consumer cyclicals,alive,2023,1.85,1.26,0.6,0.56,2.27,6.22,14.14,0.22,0.12,0.07,-7.51,-0.01,-7.13,0.89,4.47,4.33,338.96,4869.91,2396.67,3.05,0.21,0.43
GLOB,consumer cyclicals,alive,2015,0.1,0.04,-0.88,5.54,-0.22,-911.6,200.95,0.04,-0.42,-0.45,-13.26,-0.37,-13.26,2.56,8.73,-4.11,-1016.89,2278.4,-506.05,-0.48,0.21,-0.96
GLOB,consumer cyclicals,alive,2016,0.16,0.06,-0.73,10.12,-0.11,-158.37,17.37,0.06,-0.14,-0.21,-0.9,-0.78,-0.9,5.67,17.52,-2.6,-106.33,506.66,-612.02,-4.29,0.9,-0.75
GLOB,consumer cyclicals,alive,2017,0.13,0.05,-0.72,12.25,-0.09,-24.12,2.14,0.05,0.02,-0.02,-0.88,0.1,-0.88,9.18,25.7,-2.89,-13.2,559.38,-615.63,-34.55,0.82,-0.74
GLOB,consumer cyclicals,alive,2018,0.09,0.06,-0.7,19.97,-0.05,-57.52,3.03,0.07,0.01,-0.04,0.46,-0.17,0.46,10.5,36.62,-2.18,-19.25,462.99,-634.78,-16.83,0.7,-0.51
GLOB,consumer cyclicals,alive,2019,0.02,0.02,-0.67,90.99,-0.01,-479.87,5.33,0.05,0.03,-0.17,0.86,-0.54,0.86,10.5,75.39,-0.81,-35.75,214.75,-670.47,-10.69,1.78,-0.57
GLOB,consumer cyclicals,alive,2020,0.02,0.02,-0.62,75.94,-0.01,-476.7,6.36,0.07,0.05,-1.65,0.27,-0.87,0.27,3.25,27.79,-0.08,-45.55,27.6,-716.0,-2.39,3.95,-0.15
GLOB,consumer cyclicals,alive,2021,0.02,0.02,-0.57,64.63,-0.02,-437.55,6.88,0.09,0.03,-1.27,0.16,0.51,0.16,3.85,18.88,-0.09,-52.86,41.64,-768.7,-4.05,5.14,-0.28
GLOB,consumer cyclicals,alive,2022,0.01,0.01,-0.53,101.87,-0.01,-759.21,7.53,0.06,0.0,-1.07,0.18,0.41,0.18,5.78,27.61,-0.1,-62.54,58.72,-830.93,-1.79,1.91,-0.13
GLOB,consumer cyclicals,alive,2023,0.01,0.01,-0.48,117.38,-0.01,-949.82,8.16,0.07,0.0,-0.72,0.18,0.74,0.18,12.78,78.96,-0.13,-73.83,102.33,-904.69,-1.48,1.07,-0.12
GMTD,properties & real estates,alive,2015,1.06,0.22,0.06,0.56,2.3,9.33,21.45,0.55,0.38,0.39,-0.02,-0.04,-0.01,0.22,0.2,9.21,1170.92,2987.48,5458.62,6.41,2.51,1.37
GMTD,properties & real estates,alive,2016,1.17,0.25,0.11,0.48,1.92,7.07,13.61,0.49,0.32,0.31,-0.27,-0.09,-0.27,0.22,0.34,3.84,855.98,2720.88,6290.84,8.12,2.55,1.1
GMTD,properties & real estates,alive,2017,1.19,0.26,0.1,0.43,1.77,5.49,9.69,0.51,0.32,0.3,-0.21,-0.18,-0.21,0.18,0.28,2.81,671.97,2240.54,6931.76,15.14,4.54,1.47
GMTD,properties & real estates,alive,2018,1.37,0.36,0.09,0.39,1.64,4.9,8.04,0.47,0.29,0.25,-0.1,0.08,-0.1,0.2,0.35,1.9,605.13,2413.26,7524.98,24.79,6.22,1.99
GMTD,properties & real estates,alive,2019,1.63,0.4,0.1,0.38,1.6,-6.33,-10.16,0.47,0.2,-0.34,-2.14,-0.16,-2.14,0.17,0.31,1.16,-690.54,2024.03,6797.15,-23.17,7.91,2.35
GMTD,properties & real estates,alive,2020,1.39,0.3,0.12,0.41,1.69,-10.73,-18.11,0.45,0.11,-0.63,0.51,-0.18,0.51,0.16,0.26,1.27,-1043.45,1650.46,5760.79,-17.2,10.88,3.12
GMTD,properties & real estates,alive,2021,1.7,0.39,0.05,0.48,1.93,-2.55,-4.91,0.52,-0.04,-0.2,-0.74,-0.17,-0.74,0.13,0.18,0.68,-269.62,1367.05,5486.35,-62.03,12.23,3.05
GMTD,properties & real estates,alive,2022,1.36,0.15,0.07,0.51,2.05,0.78,1.59,0.45,0.24,0.03,-1.33,1.27,-1.33,0.28,0.42,2.41,88.62,3105.95,5578.57,163.62,4.67,2.6
GMTD,properties & real estates,alive,2023,1.85,0.16,0.0,0.42,1.73,10.72,18.53,0.53,0.38,0.31,0.43,0.33,13.34,0.36,0.4,1.58,127.06,413.63,685.74,187.9,57.72,34.82
GOLD,infrastructures,alive,2015,7.28,7.17,0.0,0.18,1.22,-4.66,-5.7,0.68,-0.14,-0.08,-2.43,0.16,-2.44,0.57,15.65,0.79,-15.17,186.66,266.28,-12.99,1.06,0.74
