company,sector,status,tahun_lk,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
UNIT,consumer cyclicals,suspended,2016,0.65,0.39,1.38,0.44,1.77,0.19,0.6,0.31,0.25,0.01,0.92,-0.12,1.23,0.23,1.44,-1.61,10.62,1380.36,1763.24,33.9,0.26,0.2
UNIT,consumer cyclicals,suspended,2017,0.74,0.43,1.34,0.42,1.74,0.15,0.48,0.3,0.26,0.01,-0.21,-0.01,0.23,0.24,1.37,-2.2,8.42,1368.89,1772.16,27.08,0.17,0.13
UNIT,consumer cyclicals,suspended,2018,0.85,0.47,1.28,0.41,1.71,0.1,0.3,0.29,0.24,0.0,-0.37,0.0,-0.52,0.24,1.21,-3.91,5.32,1372.25,1778.91,48.5,0.19,0.15
UNIT,consumer cyclicals,suspended,2019,0.97,0.56,1.25,0.41,1.69,0.14,0.43,0.29,0.21,0.01,0.44,0.04,0.34,0.26,1.15,-18.78,7.65,1433.22,1787.58,23.4,0.12,0.1
UNSP,consumer non-cyclicals,alive,2015,0.18,0.17,2.97,0.8,5.04,-3.04,-15.29,0.25,0.04,-0.26,-0.18,-0.23,-0.24,0.12,10.72,-0.31,-37.5,147.35,245.24,-1.33,0.34,0.2
UNSP,consumer non-cyclicals,alive,2016,0.1,0.09,7.94,0.92,12.27,-3.29,-40.33,0.3,0.04,-0.31,-0.06,-0.23,-0.06,0.1,8.89,-0.17,-35.23,114.08,87.35,-1.42,0.44,0.57
UNSP,consumer non-cyclicals,alive,2017,0.12,0.1,-20.4,1.03,-29.64,-11.82,350.22,0.39,0.1,-1.09,32.94,-0.04,2.39,0.11,5.52,-0.15,-1195.73,1096.77,-341.42,-0.14,0.15,-0.48
UNSP,consumer non-cyclicals,alive,2018,0.11,0.1,-6.45,1.11,-9.31,-11.07,103.14,0.15,-0.08,-0.76,-0.51,0.3,-0.1,0.14,7.82,-0.17,-591.88,780.69,-573.85,-0.18,0.14,-0.19
UNSP,consumer non-cyclicals,alive,2019,0.11,0.09,-1.99,1.65,-1.54,-53.08,99.65,0.06,-0.16,-2.47,2.01,0.02,2.31,0.18,9.73,-0.18,-1783.29,793.56,-1789.56,-0.06,0.13,-0.06
UNSP,consumer non-cyclicals,alive,2020,0.06,0.04,-1.55,1.93,-1.08,-10.14,13.18,0.16,-0.04,-0.38,-0.83,0.26,-0.81,0.31,10.72,-0.21,-307.3,1002.62,-2332.1,-0.37,0.11,-0.05
UNSP,consumer non-cyclicals,alive,2021,0.11,0.09,-1.57,1.83,-1.2,1.56,-2.26,0.25,0.13,0.03,-1.17,0.58,-1.12,0.5,11.44,-0.35,51.47,1588.34,-2280.57,2.12,0.07,-0.05
UNSP,consumer non-cyclicals,alive,2022,0.09,0.06,-1.04,2.31,-0.76,4.77,-3.96,0.19,0.08,0.22,0.68,0.05,6.92,0.65,12.75,-0.55,86.7,1675.62,-2191.39,1.48,0.08,-0.06
UNSP,consumer non-cyclicals,alive,2023,0.1,0.08,-1.12,2.3,-0.77,1.37,-1.16,0.2,0.02,0.01,-0.71,-0.43,-0.97,0.53,11.15,-0.35,25.07,962.0,-2167.27,4.51,0.12,-0.05
UNTR,industrials,alive,2015,2.15,1.69,0.07,0.36,1.57,6.24,10.16,0.24,0.17,0.06,-0.28,-0.07,-0.42,0.81,4.68,2.35,1033.07,13229.41,10165.78,16.41,1.28,1.67
UNTR,industrials,alive,2016,2.3,1.91,0.03,0.33,1.5,7.82,12.24,0.21,0.15,0.11,0.3,-0.08,0.83,0.72,4.65,1.91,1341.03,12208.47,10954.04,15.85,1.74,1.94
UNTR,industrials,alive,2017,1.8,1.53,0.11,0.42,1.73,9.0,16.32,0.22,0.17,0.12,0.48,0.42,0.5,0.88,6.69,2.83,1984.64,17307.47,12161.08,17.84,2.05,2.91
UNTR,industrials,alive,2018,1.14,0.86,0.19,0.51,2.04,9.57,20.69,0.25,0.2,0.14,0.5,0.31,0.5,0.85,5.92,12.33,2982.63,22686.77,14417.53,9.17,1.21,1.9
UNVR,consumer non-cyclicals,alive,2015,0.65,0.43,0.35,0.69,3.26,37.2,121.22,0.51,0.22,0.16,0.02,0.06,0.02,2.43,7.71,-10.41,766.95,4781.66,632.68,48.24,7.74,58.48
UNVR,consumer non-cyclicals,alive,2016,0.61,0.39,0.51,0.72,3.56,38.16,135.85,0.51,0.22,0.16,0.09,0.1,0.09,2.47,8.49,-9.34,837.57,5249.51,616.55,46.32,7.39,62.93
UNVR,consumer non-cyclicals,alive,2017,0.63,0.44,0.67,0.73,3.65,37.05,135.4,0.51,0.23,0.17,0.1,0.03,0.1,2.31,8.48,-8.98,918.03,5400.33,678.03,60.89,10.35,82.44
UNVR,consumer non-cyclicals,alive,2018,0.75,0.51,0.06,0.61,2.58,46.66,120.21,0.5,0.29,0.22,0.3,0.01,0.3,2.18,8.2,-14.88,1193.9,5478.65,993.2,38.03,8.29,45.71
UNVR,consumer non-cyclicals,alive,2019,0.65,0.47,0.75,0.74,3.91,35.8,139.97,0.51,0.24,0.17,-0.19,0.03,-0.19,2.14,8.21,-9.46,968.92,5625.5,692.25,43.35,7.47,60.67
UNVR,consumer non-cyclicals,alive,2020,0.66,0.48,0.87,0.76,4.16,34.89,145.09,0.52,0.22,0.17,-0.81,0.0,-0.03,2.09,8.39,-9.49,187.77,1126.41,129.42,39.14,6.53,56.79
UNVR,consumer non-cyclicals,alive,2021,0.61,0.42,0.63,0.77,4.41,30.2,133.25,0.5,0.19,0.15,-0.2,-0.08,-0.2,2.0,8.1,-8.23,150.93,1036.59,113.27,27.23,3.96,36.28
UNVR,consumer non-cyclicals,alive,2022,0.61,0.4,0.32,0.78,4.58,29.29,134.21,0.46,0.17,0.13,-0.07,0.04,-0.07,2.21,8.72,-8.46,140.62,1080.44,104.78,33.42,4.35,44.86
UNVR,consumer non-cyclicals,alive,2023,0.55,0.34,0.22,0.8,4.93,28.81,141.99,0.5,0.16,0.12,-0.11,-0.06,-0.11,2.21,7.69,-7.67,125.84,1012.09,88.63,28.05,3.49,39.83
VICO,financials,alive,2016,0.0,0.0,0.0,0.88,8.59,1.8,24.89,0.0,0.35,1.98,5.57,2.56,7.41,0.02,0.0,0.0,52.06,28.76,209.13,1.71,3.1,0.43
VICO,financials,alive,2017,0.0,0.0,0.0,0.89,8.79,0.32,4.62,0.0,0.54,0.17,-0.8,2.86,-0.68,0.04,0.0,0.0,10.36,110.91,224.32,19.69,1.84,0.91
VICO,financials,alive,2018,0.0,0.0,0.0,0.89,9.37,0.13,1.95,0.0,0.34,0.08,-0.59,0.0,-0.52,0.03,0.0,0.0,4.28,110.52,219.82,24.3,0.94,0.47
VICO,financials,alive,2019,0.0,0.0,0.0,0.89,8.92,0.16,2.35,0.0,0.23,0.04,0.27,0.07,-0.41,0.03,0.0,0.0,5.43,118.23,231.42,20.63,0.95,0.48
VINS,financials,alive,2016,0.0,0.0,0.0,0.28,1.4,3.42,4.78,0.0,0.22,0.21,-0.53,0.18,-0.53,0.17,0.0,0.0,5.51,26.28,115.32,14.88,3.12,0.71
VINS,financials,alive,2017,0.0,0.0,0.0,0.25,1.34,3.48,4.64,0.0,0.23,0.19,0.1,0.2,0.1,0.19,0.0,0.0,6.07,31.4,130.77,31.14,6.02,1.45
VINS,financials,alive,2018,0.0,0.0,0.0,0.31,1.46,1.51,2.2,0.0,0.28,0.11,-0.55,-0.18,-0.55,0.14,0.0,0.0,2.72,25.57,123.65,46.32,4.93,1.02
VINS,financials,alive,2019,0.0,0.0,0.0,0.34,1.53,7.67,11.7,0.0,0.45,0.45,4.5,0.3,4.52,0.18,0.0,0.0,14.97,33.24,127.92,8.22,3.7,0.96
VIVA,consumer cyclicals,alive,2015,1.4,1.4,1.78,0.65,2.88,-8.25,-30.23,0.66,0.25,-0.23,-4.56,-0.06,-3.79,0.34,0.0,3.46,-31.09,128.08,102.85,-8.04,1.95,2.43
VIVA,consumer cyclicals,alive,2016,2.65,2.65,1.53,0.62,2.6,5.98,19.46,0.68,0.28,0.18,-1.8,0.27,-1.99,0.41,0.0,1.58,24.82,163.12,127.53,12.01,1.83,2.34
VIVA,consumer cyclicals,alive,2017,2.24,2.24,1.52,0.64,2.78,1.96,6.87,0.67,0.25,0.08,-0.63,0.03,-0.56,0.38,0.0,1.42,9.21,168.55,134.02,35.4,1.93,2.43
VIVA,consumer cyclicals,alive,2018,1.14,1.14,3.04,0.79,4.74,-13.72,-96.76,0.58,0.02,-0.46,-8.26,-0.14,-6.3,0.3,0.0,4.98,-66.87,145.78,69.11,-1.96,0.9,1.9
VIVA,consumer cyclicals,alive,2019,0.62,0.62,5.7,0.87,7.46,-6.43,-94.34,0.57,-0.02,-0.26,-0.5,-0.12,-0.51,0.26,0.0,-0.79,-33.46,128.63,35.46,-2.24,0.58,2.12
VIVA,consumer cyclicals,alive,2020,0.49,0.49,-9.55,0.98,40.03,-9.53,230.66,0.6,0.03,-0.44,0.48,-0.14,0.5,0.21,0.0,-0.45,-49.68,111.18,-21.54,-1.01,0.45,-2.32
VIVA,consumer cyclicals,alive,2021,0.44,0.44,-2.87,1.07,-13.89,-10.38,74.54,0.58,0.08,-0.49,0.09,-0.01,0.09,0.21,0.0,-0.37,-54.06,110.07,-72.54,-0.92,0.45,-0.69
VIVA,consumer cyclicals,alive,2022,0.35,0.35,-1.72,1.18,-5.6,-19.4,78.55,0.57,0.02,-1.01,0.93,-0.06,0.95,0.19,0.0,-0.26,-104.56,103.17,-133.11,-0.48,0.48,-0.38
VIVA,consumer cyclicals,alive,2023,0.23,0.23,-0.66,1.65,-1.54,-41.71,58.39,0.45,-0.25,-2.83,0.91,-0.3,0.97,0.14,0.0,-0.12,-199.57,72.68,-341.79,-0.25,0.69,-0.15
VOKS,industrials,alive,2015,1.17,0.73,1.1,0.67,3.01,0.02,0.05,0.15,0.07,0.0,-1.0,-0.2,-1.0,1.03,3.13,9.64,0.33,1922.39,613.21,2969.7,0.51,1.6
VOKS,industrials,alive,2016,1.33,0.88,0.6,0.6,2.49,9.59,23.92,0.24,0.15,0.08,582.55,0.27,576.56,1.26,3.54,6.26,192.57,2433.28,804.99,7.61,0.6,1.82
VOKS,industrials,alive,2017,1.32,0.8,0.59,0.61,2.59,7.88,20.42,0.21,0.12,0.07,-0.79,0.12,0.04,1.2,3.26,5.55,40.0,543.44,195.91,7.8,0.57,1.59
VOKS,industrials,alive,2018,1.27,0.9,0.74,0.63,2.69,4.24,11.43,0.16,0.09,0.04,-0.37,0.19,-0.37,1.17,3.69,6.58,25.38,645.98,222.02,11.82,0.46,1.35
VRNA,financials,alive,2016,0.0,0.0,0.0,0.84,6.24,0.36,2.26,0.0,0.03,0.02,1.68,-0.11,1.67,0.18,0.0,0.0,6.45,334.6,286.17,22.95,0.44,0.52
VRNA,financials,alive,2017,0.0,0.0,0.0,0.73,3.77,0.43,1.63,0.0,0.03,0.02,-0.55,-0.03,0.17,0.18,0.0,0.0,2.92,125.82,179.58,31.85,0.74,0.52
VRNA,financials,alive,2018,0.0,0.0,0.0,0.83,5.77,-12.31,-71.09,0.0,-0.86,-0.85,-26.53,-0.31,-26.52,0.14,0.0,0.0,-74.56,87.22,104.88,-1.56,1.33,1.11
VRNA,financials,alive,2019,0.0,0.0,0.0,0.75,3.97,0.07,0.26,0.0,0.02,0.01,-1.0,0.48,-1.01,0.16,0.0,0.0,0.31,58.55,117.56,451.61,2.39,1.19
WAPO,consumer non-cyclicals,alive,2015,1.59,0.45,4.5,0.86,6.96,0.25,1.73,0.05,0.01,0.0,0.19,-0.4,0.19,0.8,3.75,6.7,0.51,165.97,29.72,105.88,0.33,1.82
WAPO,consumer non-cyclicals,alive,2016,0.47,0.16,0.0,0.95,19.07,-9.41,-179.54,0.04,0.0,-0.08,-38.59,0.39,-38.28,1.12,4.14,-2.28,-19.17,230.15,10.68,-2.76,0.23,4.96
WAPO,consumer non-cyclicals,alive,2017,1.45,0.6,0.0,0.39,1.64,0.63,1.03,0.03,0.0,0.0,-1.08,0.94,-1.08,2.02,6.39,10.99,1.49,445.8,145.62,53.02,0.18,0.54
WAPO,consumer non-cyclicals,alive,2018,3.25,1.51,0.02,0.14,1.17,1.88,2.2,0.04,0.02,0.01,1.21,0.33,1.2,2.88,9.9,11.9,3.29,593.4,149.54,25.84,0.14,0.57
WAPO,consumer non-cyclicals,alive,2019,1.96,1.29,0.0,0.27,1.38,-2.79,-3.85,0.02,-0.02,-0.01,-1.74,-0.26,-2.76,2.31,11.27,8.16,-2.42,184.56,63.06,-29.75,0.39,1.14
WAPO,consumer non-cyclicals,alive,2020,2.91,1.67,0.0,0.17,1.21,-1.58,-1.91,0.01,-0.01,-0.01,-0.51,-0.01,-0.51,2.27,11.61,7.71,-1.18,183.24,61.75,-56.78,0.37,1.09
WAPO,consumer non-cyclicals,alive,2021,2.23,1.55,0.0,0.25,1.34,-1.59,-2.13,0.01,-0.01,-0.01,0.09,0.39,0.09,3.28,17.31,10.45,-1.29,255.61,60.49,-143.41,0.72,3.06
WAPO,consumer non-cyclicals,alive,2022,2.08,1.55,0.0,0.27,1.37,-4.17,-5.73,0.01,-0.02,-0.01,1.54,0.04,1.55,3.33,21.38,11.85,-3.28,265.95,57.23,-76.22,0.94,4.37
WAPO,consumer non-cyclicals,alive,2023,1.43,1.28,0.0,0.46,1.85,0.17,0.31,0.03,0.0,0.0,-1.05,0.28,-1.05,3.67,35.67,16.27,0.18,339.23,57.42,505.56,0.27,1.58
WEHA,transportation & logistics,alive,2019,0.52,0.49,0.35,0.44,1.78,1.45,2.57,0.39,0.09,0.03,2.83,-0.09,0.42,0.49,70.91,-7.56,4.4,164.9,170.96,33.64,0.9,0.87
WEHA,transportation & logistics,alive,2020,0.37,0.33,0.46,0.47,1.87,-15.19,-28.5,-0.02,-0.56,-0.48,-9.6,-0.52,-8.44,0.29,62.61,-3.62,-37.85,79.55,132.81,-1.66,0.79,0.47
WEHA,transportation & logistics,alive,2021,0.42,0.37,0.65,0.51,2.05,-4.33,-8.89,0.33,-0.05,-0.1,-0.71,0.33,-0.71,0.42,42.53,-5.44,-10.86,105.41,122.09,-19.52,2.01,1.74
WEHA,transportation & logistics,alive,2022,1.54,1.44,0.24,0.33,1.48,6.83,10.14,0.43,0.16,0.11,-2.26,0.96,-3.07,0.71,47.39,11.43,13.64,125.59,134.5,8.06,0.88,0.82
WICO,consumer non-cyclicals,alive,2015,2.03,1.39,0.04,0.39,1.64,19.35,31.67,0.1,0.08,0.08,0.01,0.0,0.01,2.47,10.54,7.31,31.26,398.8,98.71,1.63,0.13,0.52
WICO,consumer non-cyclicals,alive,2016,1.83,1.4,0.23,0.44,1.78,1.44,2.55,0.08,0.01,0.0,-0.92,0.7,-0.92,3.96,20.24,12.78,2.59,676.4,101.63,19.31,0.07,0.49
WICO,consumer non-cyclicals,alive,2017,4.39,3.92,0.0,0.28,1.39,41.1,56.96,0.08,0.17,0.17,50.41,0.16,50.36,3.1,24.87,3.55,133.14,782.34,233.74,4.06,0.69,2.31
WICO,consumer non-cyclicals,alive,2018,4.06,3.48,0.0,0.28,1.39,-5.48,-7.63,0.1,-0.03,-0.02,-1.13,-0.02,-1.13,2.44,20.22,3.87,-16.68,766.23,218.81,-35.97,0.78,2.74
WICO,consumer non-cyclicals,alive,2019,1.53,0.71,0.0,0.64,2.81,-3.96,-11.14,0.09,-0.02,-0.01,0.3,0.91,0.3,3.43,8.66,8.34,-21.73,1462.12,195.05,-24.62,0.37,2.74
WICO,consumer non-cyclicals,alive,2020,1.33,0.92,0.27,0.69,3.25,-6.05,-19.65,0.08,-0.01,-0.01,0.49,0.67,0.49,4.51,10.81,20.88,-32.32,2440.75,164.43,-13.8,0.18,2.71
WICO,consumer non-cyclicals,alive,2021,1.05,0.68,1.89,0.85,6.55,-18.77,-123.07,0.08,-0.04,-0.04,1.81,-0.17,1.81,3.98,12.88,96.0,-90.74,2025.49,73.73,-4.56,0.2,5.62
WICO,consumer non-cyclicals,alive,2022,0.88,0.58,10.99,0.96,25.56,-31.58,-808.21,0.1,-0.08,-0.09,0.09,-0.37,0.2,3.08,9.35,-33.86,-99.07,1163.77,12.26,-3.98,0.34,32.14
WICO,consumer non-cyclicals,alive,2023,0.77,0.49,22.88,0.98,55.98,-34.78,-1954.83,0.1,-0.06,-0.08,-0.53,-0.12,-0.19,3.77,12.18,-20.29,-46.38,594.51,2.37,-2.61,0.2,51.05
WIIM,consumer non-cyclicals,alive,2015,2.89,0.66,0.3,0.3,1.42,9.75,13.89,0.3,0.11,0.07,0.17,0.11,0.17,1.37,1.69,2.84,62.34,875.97,448.84,6.9,0.49,0.96
WIIM,consumer non-cyclicals,alive,2016,3.39,0.74,0.22,0.27,1.37,7.84,10.72,0.3,0.08,0.06,-0.19,-0.08,-0.19,1.25,1.53,2.4,50.56,802.81,471.38,8.7,0.55,0.93
WIIM,consumer non-cyclicals,alive,2017,5.36,1.2,0.08,0.2,1.25,3.31,4.15,0.29,0.03,0.03,-0.62,-0.12,-0.62,1.14,1.44,2.11,19.31,703.1,465.2,15.02,0.41,0.62
WIIM,consumer non-cyclicals,alive,2018,5.92,1.57,0.02,0.2,1.25,4.07,5.09,0.31,0.04,0.04,0.26,-0.05,0.26,1.13,1.46,1.9,24.33,669.27,478.11,5.8,0.21,0.29
WIIM,consumer non-cyclicals,alive,2019,6.02,2.51,0.06,0.2,1.26,2.1,2.64,0.31,0.02,0.02,-0.47,-0.01,-0.47,1.09,1.6,1.76,12.99,663.65,491.39,12.93,0.25,0.34
WIIM,consumer non-cyclicals,alive,2020,3.66,1.76,0.02,0.27,1.36,10.67,14.54,0.31,0.1,0.09,5.31,0.43,5.31,1.37,2.24,2.13,82.03,949.61,564.01,6.58,0.57,0.96
WIIM,consumer non-cyclicals,alive,2021,2.93,1.36,0.01,0.3,1.43,9.34,13.42,0.24,0.07,0.06,0.03,0.37,0.03,1.56,2.74,2.61,84.13,1301.84,627.05,5.09,0.33,0.68
WIIM,consumer non-cyclicals,alive,2022,2.84,1.45,0.01,0.31,1.44,11.5,16.63,0.21,0.08,0.07,0.41,0.36,0.41,1.82,3.29,3.05,118.74,1764.08,713.88,5.31,0.36,0.88
WIIM,consumer non-cyclicals,alive,2023,3.08,0.84,0.02,0.28,1.39,19.19,26.79,0.26,0.13,0.1,0.98,0.32,0.98,2.05,2.83,3.26,235.4,2321.47,878.74,7.54,0.76,2.02
WIKA,infrastructures,alive,2015,1.19,1.09,0.75,0.72,3.6,3.19,14.29,0.12,0.11,0.05,0.01,0.09,-0.06,0.77,12.95,6.94,101.65,2214.93,711.5,35.07,1.61,5.01
WIKA,infrastructures,alive,2016,1.48,1.39,0.49,0.6,2.49,3.25,8.91,0.14,0.13,0.07,0.11,0.15,0.63,0.62,11.8,2.26,112.8,1746.81,1265.55,20.92,1.35,1.86
WIKA,infrastructures,alive,2017,1.34,1.28,0.62,0.68,3.12,2.63,9.51,0.11,0.11,0.05,0.19,0.67,0.18,0.68,16.01,2.93,134.01,2918.23,1408.43,11.57,0.53,1.1
WIKA,infrastructures,alive,2018,1.54,1.33,0.49,0.71,3.44,2.92,11.69,0.12,0.11,0.07,0.44,0.19,0.53,0.59,7.21,2.04,192.89,3473.62,1650.36,8.58,0.48,1.0
WIKA,infrastructures,alive,2019,1.39,1.17,0.42,0.69,3.23,3.68,13.85,0.13,0.13,0.1,0.32,-0.13,0.26,0.45,3.7,2.27,254.74,3033.79,1839.78,7.81,0.66,1.08
WIKA,infrastructures,alive,2020,1.09,0.86,1.38,0.76,4.09,0.27,1.36,0.09,0.07,0.02,-0.92,-0.39,-0.88,0.25,1.8,4.34,20.71,1843.53,1524.88,95.85,1.08,1.3
WIKA,infrastructures,alive,2021,1.01,0.71,2.03,0.75,3.98,0.17,0.9,0.1,0.09,0.01,-0.37,0.08,-0.33,0.26,1.55,82.05,13.12,1985.49,1454.53,84.22,0.56,0.76
WIKA,infrastructures,alive,2022,1.1,0.76,2.44,0.77,4.29,-0.08,-0.46,0.1,0.08,0.0,-1.51,0.21,-0.94,0.3,1.68,6.14,-6.64,2394.75,1445.25,-120.48,0.33,0.55
WIKA,infrastructures,alive,2023,0.8,0.5,6.11,0.85,6.89,-10.8,-123.97,0.08,0.03,-0.35,118.68,0.05,-622.66,0.32,1.76,-2.95,-794.68,2511.76,641.02,-0.3,0.1,0.37
WINS,energy,alive,2014,1.23,1.23,0.95,0.47,1.9,4.33,10.0,0.33,0.25,0.17,-0.25,-0.05,-0.17,0.39,698.76,11.26,66.99,0.04,669.8,12.32,1.51,1.23
WINS,energy,alive,2015,0.75,0.75,0.79,0.43,1.76,-1.24,-2.61,0.13,-0.01,-0.1,-1.28,-0.44,-1.32,0.22,838.31,-7.01,-18.88,0.02,722.61,-8.85,0.5,0.23
WINS,energy,alive,2016,0.89,0.88,0.72,0.42,1.73,-3.96,-8.1,0.15,-0.14,-0.26,1.8,-0.11,1.35,0.21,933.97,-15.44,-52.85,0.02,652.31,-4.16,0.75,0.34
WINS,energy,alive,2017,0.65,0.65,0.66,0.41,1.68,-7.91,-15.86,0.04,-0.45,-0.64,0.7,-0.3,0.74,0.17,857.87,-3.55,-89.84,0.02,566.48,-3.27,1.43,0.52
WINS,energy,alive,2018,0.62,0.61,0.54,0.38,1.61,-9.1,-16.8,0.02,-0.42,-0.57,-0.05,0.01,-0.1,0.21,710.22,-2.91,-85.54,0.01,509.16,-2.57,1.04,0.43
WINS,energy,alive,2019,0.59,0.59,0.54,0.37,1.6,-5.48,-9.98,-0.02,-0.22,-0.3,-0.48,-0.11,-0.53,0.21,655.57,-2.3,-44.45,0.01,445.17,-2.7,0.64,0.27
WINS,energy,alive,2020,1.26,1.26,0.51,0.36,1.57,-5.79,-10.31,0.03,-0.21,-0.34,-0.05,-0.23,-0.11,0.19,1553.8,4.85,-42.44,0.01,411.77,-2.52,0.72,0.26
WINS,energy,alive,2021,2.21,2.21,0.24,0.21,1.27,0.09,0.15,0.14,0.07,0.0,-1.01,-0.03,-1.01,0.2,0.0,1.81,0.6,0.01,412.02,320.0,1.38,0.47
WINS,energy,alive,2022,2.56,2.56,0.16,0.18,1.22,0.56,0.83,0.18,0.04,0.01,5.32,0.44,5.62,0.32,0.0,2.37,3.79,0.01,458.07,86.02,1.57,0.71
WINS,energy,alive,2023,2.14,2.14,0.12,0.17,1.2,3.38,4.89,0.21,0.11,0.09,5.16,0.19,6.7,0.37,0.0,3.11,23.35,0.02,477.32,17.13,1.58,0.84
WOMF,financials,alive,2016,0.0,0.0,0.0,0.88,8.18,0.9,7.4,0.0,0.29,0.03,2.85,0.1,2.85,0.32,0.0,0.0,17.32,552.09,234.18,8.08,0.25,0.6
WOMF,financials,alive,2017,0.0,0.0,0.0,0.87,7.83,2.33,18.25,0.0,0.38,0.08,2.0,0.12,2.0,0.3,0.0,0.0,51.89,618.83,284.31,3.78,0.32,0.69
WOMF,financials,alive,2018,0.0,0.0,0.0,0.87,7.53,2.44,18.37,0.0,0.37,0.08,0.19,0.21,0.19,0.32,0.0,0.0,61.81,751.44,336.54,5.05,0.42,0.93
WOMF,financials,alive,2019,0.0,0.0,0.0,0.83,6.03,3.14,18.95,0.0,0.38,0.1,0.21,0.01,0.21,0.31,0.0,0.0,74.59,759.36,393.68,3.7,0.36,0.7
WSKT,infrastructures,suspended,2019,1.09,0.99,3.97,0.76,4.21,0.77,5.25,0.18,0.13,0.03,-0.76,-0.36,-0.78,0.25,5.39,7.82,69.11,2312.33,1317.41,21.49,0.64,1.13
WSKT,infrastructures,suspended,2020,0.67,0.59,8.51,0.84,6.37,-6.99,-97.96,-0.12,-0.23,-0.59,-8.87,-0.48,-10.23,0.14,4.19,-1.03,-543.58,1192.76,554.91,-2.65,1.21,2.6
WSKT,infrastructures,suspended,2021,1.56,1.4,6.65,0.85,6.7,-1.06,-10.89,0.16,-0.03,-0.15,-0.92,-0.24,-0.81,0.12,2.41,0.8,-41.66,464.52,382.65,-15.24,1.37,1.66
WSKT,infrastructures,suspended,2022,1.56,1.36,6.78,0.85,6.9,-1.93,-20.88,0.09,-0.03,-0.11,0.58,0.25,-0.09,0.15,3.21,1.28,-65.95,531.22,315.87,-5.46,0.68,1.14
WTON,basic materials,alive,2015,1.37,1.02,0.24,0.49,1.97,3.9,7.88,0.12,0.09,0.06,-0.47,-0.19,-0.47,0.64,4.3,4.01,19.95,304.36,253.03,41.35,2.71,3.26
WTON,basic materials,alive,2016,1.31,0.94,0.28,0.47,1.87,5.84,11.25,0.14,0.12,0.08,0.57,0.31,0.64,0.76,4.52,6.04,31.26,399.49,277.89,26.39,2.07,2.97
WTON,basic materials,alive,2017,1.03,0.79,0.54,0.61,2.57,4.77,12.6,0.12,0.1,0.06,0.24,0.54,0.21,0.91,5.43,39.7,38.68,615.26,307.04,12.93,0.81,1.63
WTON,basic materials,alive,2018,1.12,0.89,0.61,0.65,2.83,5.48,15.87,0.13,0.11,0.07,0.44,0.29,0.43,0.87,5.4,11.13,55.8,795.21,351.61,6.74,0.47,1.07
WTON,basic materials,alive,2019,1.16,0.97,0.84,0.66,2.95,4.96,14.9,0.13,0.11,0.07,0.05,0.02,0.05,0.74,5.21,7.27,58.79,812.74,394.44,7.65,0.55,1.14
WTON,basic materials,alive,2020,1.12,0.95,0.27,0.6,2.51,1.5,3.85,0.06,0.04,0.03,-0.75,-0.32,-0.76,0.51,4.63,8.87,14.69,551.13,381.47,26.28,0.7,1.01
WTON,basic materials,alive,2021,1.11,0.91,0.43,0.61,2.59,0.93,2.45,0.05,0.03,0.02,-0.35,-0.07,-0.34,0.51,4.7,8.03,9.51,511.62,388.21,25.87,0.48,0.63
WTON,basic materials,alive,2022,1.12,0.93,0.41,0.61,2.6,1.72,4.62,0.09,0.07,0.03,0.97,0.35,1.1,0.65,5.29,8.87,18.69,688.87,404.85,10.22,0.28,0.47
WTON,basic materials,alive,2023,1.18,0.92,0.11,0.52,2.1,0.45,0.97,0.08,0.05,0.0,-0.79,-0.3,-0.88,0.49,3.82,6.4,3.92,482.27,405.16,27.55,0.22,0.27
YPAS,basic materials,alive,2015,1.22,0.65,0.68,0.46,1.86,-3.54,-6.57,0.08,0.0,-0.04,0.11,-0.34,0.11,0.93,4.4,14.51,-14.79,415.27,225.15,-54.09,1.93,3.55
YPAS,basic materials,alive,2016,0.97,0.46,0.81,0.49,1.97,-3.9,-7.7,0.07,0.0,-0.04,0.11,0.0,0.11,1.0,4.66,-87.05,-16.37,416.66,212.58,-51.31,2.02,3.95
YPAS,basic materials,alive,2017,0.89,0.55,1.16,0.58,2.39,-4.78,-11.41,0.06,-0.01,-0.05,0.33,0.09,0.33,1.04,4.75,-17.28,-21.71,452.98,190.26,-44.45,2.13,5.07
YPAS,basic materials,alive,2018,1.03,0.63,1.49,0.64,2.8,-2.73,-7.65,0.07,0.01,-0.02,-0.38,0.36,-0.38,1.3,5.82,75.0,-13.53,618.01,176.87,-57.65,1.26,4.41
YPAS,basic materials,alive,2019,1.56,1.02,1.01,0.56,2.29,1.25,2.87,0.1,0.04,0.01,-1.39,-0.06,-1.39,1.27,5.61,7.4,5.22,581.02,181.66,105.36,0.95,3.03
YPAS,basic materials,alive,2020,1.75,1.09,0.95,0.52,2.1,3.02,6.35,0.12,0.06,0.03,1.39,-0.22,1.39,1.09,4.79,4.42,12.48,453.9,196.55,34.46,0.95,2.19
YPAS,basic materials,alive,2021,1.76,1.02,0.9,0.53,2.12,-3.67,-7.77,0.06,0.0,-0.03,-2.14,0.12,-2.14,1.27,5.25,5.33,-14.2,507.54,182.65,-56.34,1.58,4.38
